T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_24_ACS_Total,T_24_ACS_White,T_24_ACS_Hispanic,T_24_ACS_Black,T_24_ACS_Asian,T_24_ACS_Native,T_24_ACS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,X_22_2022_Education_NoHS,X_22_2022_Education_HS,X_22_2022_Education_SomeCol,X_22_2022_Education_Assoc,X_22_2022_Education_Bach,X_22_2022_Education_Master,X_22_2022_Education_Prof,X_22_2022_Education_Doc
98606,24489,4034,1945,7516,61068,1264,97069,24209,4404,2117,8753,58136,973,70215,20875,3119,1436,5837,38713,803,64995,19911,2642,1345,4673,35930,208,1152,4325,32957,208,32177,15999,10777,33584,17971,13793,29567,14215,13492,7282,24347,13202,3978,7137,3575,483,851
98484,64612,7518,6111,5218,14867,1190,98483,64705,8239,6698,5510,14035,1079,74731,51147,5147,4146,3708,9857,742,72861,51763,5344,3845,2483,8410,344,2906,1731,4986,344,41942,12218,24390,46790,16793,27836,44948,15587,27585,3487,17186,17377,6338,11729,4791,1086,1148
107090,69830,5241,2008,7549,22909,1396,106296,69143,6028,2014,9303,20627,1711,84503,58019,3508,1319,5407,15936,887,82153,58401,3912,930,4271,12971,513,490,3596,8096,513,54170,22763,24489,61912,31018,28660,58278,28042,27701,4523,20481,19474,6666,16419,6460,1378,907
107052,79079,6991,3634,5577,11112,1069,107098,78511,7372,4997,6248,10095,1687,80428,61892,4460,2354,3658,7186,631,80037,62742,4629,2825,2953,6064,226,2279,2109,3399,226,55928,16270,33409,62913,22622,38084,60423,21778,36489,2625,15647,17396,6238,17506,8417,2479,1253
107081,47417,10527,10722,17222,19378,6852,106776,45192,10744,12615,19507,18115,5672,82068,40444,7161,7310,11880,13262,4125,77165,39330,6795,6676,9994,10966,2284,5241,8894,7612,2284,43079,19335,18649,47500,25288,20413,42381,22176,18538,5503,19902,17519,6583,13795,4788,1087,693
107997,55281,10269,8559,14915,16901,5696,106996,57346,10942,7235,13641,15261,5870,83977,46713,6984,5652,10778,11800,3355,78521,48230,5566,4165,7712,9725,2402,3364,6792,6631,2402,46262,21267,19875,50938,27116,22155,47098,24812,20430,4146,18888,17558,5641,16251,7115,2178,989
107081,81050,5244,2475,3463,14052,1201,112988,85478,6074,2855,4483,13922,1590,78081,61490,3062,1448,2139,8983,641,82840,66937,3682,1398,1691,8228,309,1117,1174,4410,309,45050,8602,31798,53932,12970,39010,55482,13416,40223,4123,23675,18776,7913,10907,4499,898,578
100700,38664,3013,55967,1690,1767,126,101515,37819,2868,57790,2422,919,109,77537,32349,2106,40732,1318,1299,77,75480,29863,1467,42359,1283,781,25,41710,1135,84,25,42150,25666,15290,43504,27413,15539,40127,24241,15287,6690,20442,13285,6071,10853,4773,1259,468
100941,34041,3102,60600,1972,1720,153,99793,35614,3533,58492,1991,941,41,78098,29157,2213,44177,1489,1316,102,75785,29301,1916,42641,1209,514,29,42252,953,148,29,42203,27495,13171,42286,28451,13178,38125,24584,12866,8793,24022,14719,5500,11869,4458,1282,604
97799,67540,3857,18600,4899,2681,177,92544,61918,4009,20341,4474,1976,61,76433,54724,2614,13124,3563,2094,133,71196,51414,1909,14240,2470,1209,44,13712,2361,171,44,39991,9884,28752,42786,11961,30225,42233,11882,29818,8277,21752,14514,5343,10147,4319,901,650
96410,72198,3057,14633,1765,4659,111,100196,75925,3499,15841,1677,3365,66,73030,55885,1980,10485,1184,3286,68,74476,58990,1704,10684,687,2255,25,10382,561,1206,25,40999,8002,31928,45611,9802,35319,45747,9653,35671,7661,24265,14245,6477,8141,3671,398,452
97776,65925,1816,23069,859,6141,124,98346,67270,2126,24351,1445,4350,46,75764,52476,1148,17155,554,4396,87,75872,54212,1193,16554,667,2603,19,16387,439,1488,19,42012,10510,30512,46258,11969,33848,44988,9839,34780,10457,27838,12259,6235,7373,2988,480,456
103182,83590,4662,9842,1929,2712,190,109613,87844,6298,10982,2196,1457,815,79613,65800,3086,7087,1216,2022,105,82309,68655,3438,7805,1092,906,76,7539,840,277,76,44992,10000,32767,50785,13200,36693,56435,13737,41815,3682,14958,14696,7346,18073,8403,2268,1358
101913,83511,7493,5746,1302,3111,124,109344,91001,7208,6042,1489,1723,80,82079,69539,4745,3711,889,2478,88,86448,77672,2993,3502,879,1292,32,3171,605,178,32,38983,6066,31556,46399,8432,37418,53156,8880,43738,7428,24573,17926,6571,13699,5739,929,815
104229,75749,5728,18282,1913,3039,224,105670,77206,6449,18632,1809,2247,254,80521,60328,3529,13269,1340,2208,154,79338,60807,2966,13192,936,1330,35,12374,540,222,35,42974,8272,33655,46322,9497,36349,45900,8372,37172,10298,24059,15372,8637,8463,4109,736,477
97682,69989,5068,18687,1462,2726,233,98612,70690,5463,18794,1478,2031,292,75882,55974,3207,13584,1062,2072,149,75358,57010,2838,13325,814,1154,9,12849,629,202,9,40603,8407,31235,43960,9592,33894,43338,8388,34610,10493,22519,15792,7040,8427,3379,395,258
102651,64360,4297,29934,1886,2369,188,103661,64666,4881,30736,1660,1327,246,79273,52349,2757,21111,1320,1787,133,78095,53087,2004,21234,784,841,43,20825,576,177,43,40615,10487,28927,43794,12696,30482,41871,11102,30253,8972,22791,16486,6782,10149,4098,1130,512
103938,40952,5066,55761,1081,1887,312,102145,39747,5469,55285,1128,1467,43,81041,33761,3150,42411,739,1353,189,78743,32895,2576,41803,491,942,8,41020,326,93,8,38865,22016,16095,40570,23152,17027,38407,20664,17366,12112,22064,16605,7576,6530,3233,753,550
100657,34764,3739,54535,7019,1214,137,102158,33632,3909,56554,7549,999,151,77927,29132,2330,40692,5158,865,93,72280,27312,1276,40502,2491,543,32,40016,2288,50,32,41384,23093,16972,43826,26013,17274,42581,25633,16323,5798,14045,13908,4926,15962,8243,1889,1342
102099,37172,3728,58139,1983,1573,168,100210,35056,3061,60020,1540,1028,48,80561,31822,2405,43843,1588,1151,108,76640,30033,919,44632,516,502,40,43674,419,88,40,42078,24784,16005,43601,27123,15939,39549,23500,15537,7790,20169,12323,4674,11165,6112,1595,1019
98926,34221,5025,57632,1317,1455,121,95858,30604,6100,58033,1260,893,146,77290,29172,3099,43409,995,1097,78,71949,25930,1787,43186,673,529,4,42426,587,159,4,45710,28234,16511,46489,29412,16580,39148,23813,14872,11682,23805,14235,4875,7613,3822,698,414
99754,37773,1239,59272,472,1383,99,96544,36973,1031,57227,545,1174,26,77765,31217,842,44560,349,1071,70,74450,30299,494,42587,198,890,17,41843,114,249,17,52765,30202,21979,51776,29187,22289,46358,24636,21408,9930,27873,13374,6241,6555,3516,341,309
98246,41614,1802,53644,563,997,109,95806,40674,1394,52256,662,1340,127,78071,34357,1423,41357,436,777,60,74855,33473,631,39534,162,1071,0,38800,72,193,0,54474,30188,23701,54463,29959,24218,48642,24730,23598,11454,26057,13576,5357,6544,2920,480,368
101870,38592,4340,56179,1758,1442,125,108160,39478,6474,59439,2128,1923,38,79858,33248,2885,41472,1424,1104,92,81757,33764,2156,43807,1038,934,0,43309,683,228,0,36720,22251,13151,39504,25698,13280,35284,21989,12791,7284,22639,15776,5524,11157,5343,487,1327
103970,55658,5634,35143,6068,1774,146,105182,59411,5570,34004,5164,1866,48,82035,46116,3774,26230,4728,1378,95,78231,48793,1845,25076,1425,880,34,24621,1244,52,34,36871,16862,18293,42954,20701,21512,41765,17953,23136,7381,18214,12310,5655,12666,6266,902,1896
105043,72753,4738,20877,4438,2416,196,110144,77318,5581,22255,4033,1462,179,82200,57781,3179,16018,3444,1799,127,83547,62872,2332,16118,1512,689,19,15292,1293,40,19,36220,10152,24167,43779,13524,29462,45607,13250,31595,5581,14823,14731,6941,13314,7834,1618,1658
104541,79764,3023,18776,775,2206,86,104783,80548,2819,17743,712,2523,59,82403,64385,1885,13812,542,1723,59,81999,65424,1263,13289,281,1713,0,13057,220,169,0,48453,10534,36890,52194,11079,40681,51831,9513,41934,12710,25679,15578,7098,8585,3634,677,492
103819,76460,6535,16803,1622,2467,140,105939,77462,6996,18047,1380,1000,206,78908,59925,4074,11933,1043,1840,104,78763,61537,2744,12856,849,653,17,12379,690,50,17,43342,8847,33253,47080,10576,35923,48044,10137,37404,9317,25254,14278,5792,9230,5565,817,544
98364,69347,2994,22473,1137,2235,123,99826,71052,3287,23572,1063,1145,8,77608,56026,1898,17010,772,1694,68,77795,57215,1324,17739,754,738,0,17113,411,128,0,42512,10225,31015,46509,12163,33795,46892,11252,35132,8321,23974,14411,6784,10215,4041,731,618
103436,77731,4895,16762,1232,3111,96,103105,78534,5393,16889,1041,1688,71,81121,62803,2916,12181,913,2359,57,78939,63277,1790,12237,650,935,18,11665,459,95,18,44164,10442,32353,47728,11567,35528,46137,10027,35653,10094,24304,17578,7854,7840,3418,1140,487
104470,69637,4469,26407,1561,2488,217,104373,69925,5211,26734,1614,1516,302,83081,57081,2861,19934,1209,1939,143,80379,57462,1941,19216,747,734,146,18398,603,123,146,42301,12439,28283,44774,14141,30027,42354,12174,29686,10767,24441,16549,5508,7883,3567,800,817
101466,66934,2423,29341,767,1922,95,101176,66790,2630,27832,1011,2702,60,80135,54281,1532,22132,551,1527,76,78785,54253,1030,20958,499,2051,18,20526,359,133,18,42296,13534,27834,46347,15168,30781,44552,12899,31300,10796,23926,17145,5644,8256,3703,578,571
100099,68122,9036,18417,1851,2759,139,104720,71308,9934,20294,2138,1189,230,74570,52852,5605,12889,1224,1982,108,75853,56175,3339,14366,1222,674,49,13834,1013,150,49,41894,10606,29198,47887,15258,31778,48059,15635,31700,5056,16456,13820,6274,16909,6216,990,857
96579,77092,12144,2814,506,5235,89,97712,78617,12851,3020,378,3549,554,74089,61814,6846,1948,337,3714,41,71176,63361,3565,1999,267,1911,5,1697,251,310,5,37011,5229,30732,41657,5905,35350,42666,5311,36991,14125,22053,13569,7612,5526,3080,675,268
103949,78124,6157,15230,2253,1935,111,108215,80734,5338,17179,3163,2753,123,83972,64228,4625,11616,1788,1446,90,86878,68227,2633,13286,1218,1384,22,13026,888,185,22,37276,8375,27314,40024,10056,29375,38750,9148,29114,7391,17781,11773,5323,10667,5168,1197,2025
103144,86175,4008,10013,696,2376,85,102237,87149,3489,9544,538,1184,202,79801,68058,2439,7116,475,1790,64,77434,68563,1195,6502,240,800,47,6045,178,64,47,45722,6840,37805,50005,7833,41666,49275,7026,41821,9638,23814,15037,7482,8086,3226,719,1127
103608,78388,6780,11295,4604,2344,118,105336,80534,6802,12193,4551,892,272,80806,62754,4497,8340,3308,1725,83,80254,65219,2966,9148,2506,479,49,8481,1907,70,49,50471,10958,36602,56379,15980,39376,55337,15451,38766,3322,10612,13650,4751,26271,10687,2865,1696
101448,38802,6449,52294,2630,1607,89,101989,34700,8428,55611,2682,1201,25,78303,31983,4016,39420,1835,1245,48,73300,27923,1765,42021,1166,533,0,41387,1080,81,0,44968,26190,17577,47532,28993,17979,44841,27452,16740,7027,20517,15190,6574,12463,5559,1634,1000
95886,35596,6389,51687,816,1799,182,93003,33487,4290,52702,639,1207,613,74223,30254,3894,38275,575,1386,128,69759,27893,1256,40037,186,586,12,39452,169,65,12,43656,24005,18536,45621,27691,17403,41122,25559,15120,7334,21249,16294,6144,9728,3859,700,684
103155,40237,6122,54202,1319,1737,102,100570,39521,6234,52606,1533,1063,152,77632,33404,3776,38461,928,1332,60,71926,32781,1453,36224,888,434,36,35888,799,64,36,42727,22699,18656,45591,27263,17696,43226,25450,17157,6738,19746,16354,6773,12427,5082,961,800
100287,44138,3955,49209,1977,1277,142,97367,41797,4646,48988,1621,633,123,78445,35670,2636,37905,1456,969,100,72617,33348,1148,36618,714,291,28,35661,597,74,28,47326,29713,15394,51104,32830,17353,44572,26856,16699,5756,16362,11899,4653,15596,6919,3650,1632
101950,39375,5781,51372,4371,1665,123,101125,39173,7607,50721,3523,1398,374,80527,32269,4033,40041,3376,1241,83,73521,31521,1747,37972,1732,259,78,37451,1438,4,78,46433,29303,14977,48974,32839,15241,42383,26339,14993,5331,15192,14951,5100,16418,7549,2406,1134
99673,66985,4352,22182,4707,1415,116,101373,71113,3603,20148,4952,700,445,81442,55164,3157,18154,3777,1093,80,80324,59135,1823,16394,2285,490,61,15997,1911,114,61,43659,20717,19337,47357,25501,20544,44138,23226,19560,3815,8687,10020,3155,22977,9844,6288,2924
98813,81437,2691,10425,1140,2673,66,101896,84427,2973,11594,1350,1055,527,75737,63356,1666,7597,741,2022,39,77918,66364,1484,8222,771,653,45,7839,451,260,45,41842,6068,34495,48805,8620,39595,48322,8823,39041,8428,24162,16039,6386,9924,3746,578,408
100244,83332,7365,5495,625,3079,114,101596,84268,7599,6927,529,1564,463,77263,66046,4464,3649,411,2344,79,74754,66818,2461,4111,212,906,89,3913,126,231,89,45186,4513,39618,49474,6308,42687,49283,6497,42367,10665,23932,15619,8106,7263,3046,463,247
99744,85312,2747,8196,589,2684,86,98943,84248,2993,8888,793,957,98,79159,68534,1730,6122,410,2106,56,76003,67863,968,6133,279,707,6,5769,238,74,6,46497,6280,39138,49937,7327,42049,47619,6624,40648,10636,25078,15644,7200,7432,2761,588,347
100506,90054,4464,1583,798,3130,132,102666,91585,4985,2045,838,1800,40,78524,71416,2715,993,533,2454,78,78915,74237,1788,1101,530,1156,11,740,407,185,11,43543,4297,38033,47787,4986,42250,48974,4527,44018,11496,23692,15856,6960,8140,3650,600,262
103399,81360,11844,4695,866,5239,99,105204,84466,12525,4766,1002,3379,50,79677,65475,6826,3092,622,3889,62,77055,68047,3680,2871,465,1936,22,2567,357,293,22,38136,6309,30596,42958,6880,35569,43380,6264,36703,12938,24457,13265,7082,9300,3507,623,442
95867,80344,7835,2955,985,3680,219,96609,80592,9142,3859,728,2371,85,73900,64039,4378,1859,656,2780,126,70463,63701,3028,2125,417,1357,60,1519,356,186,60,40149,5471,33267,44082,6451,37007,45020,6363,38129,8065,19722,14182,6809,10773,4216,761,577
98579,77190,8823,6338,747,5942,115,99121,77734,9014,7124,916,4683,37,75542,61236,5348,4449,461,4255,54,73717,62387,3133,4555,500,3196,12,4173,342,1090,12,42113,7135,33610,44310,7282,36498,44767,6807,37523,10215,26000,13834,5171,8663,3586,603,303
95925,53816,10891,27693,1342,2583,122,97152,56628,12080,26314,1431,2203,494,75019,45138,6661,20364,990,2027,97,72343,47364,3510,19659,609,986,9,18955,384,181,9,35286,14995,18898,38238,17717,19925,35183,14492,20211,11716,21950,14048,5560,7531,2855,622,517
95819,83344,2287,6725,819,2431,87,98280,85146,2471,7700,930,1365,44,76440,67402,1475,4891,566,1893,47,76847,69241,895,5350,383,909,34,4787,249,91,34,42569,9022,31964,48259,10470,37148,48153,9309,38253,7676,24584,14011,5436,10056,4472,948,844
103570,75692,7248,14937,2663,3127,203,111233,80405,8295,16893,3187,2948,641,79718,60128,4294,11145,1730,2331,125,84348,65119,3546,12879,1264,1166,45,12033,978,248,45,40294,9468,29067,49235,13672,34640,53332,14581,37887,9260,20320,15286,6624,13776,6347,793,661
96744,70285,4026,16205,1935,4384,184,101872,71677,4719,20487,2639,3242,134,75329,56353,2504,11857,1256,3220,110,77920,58194,2628,14205,1267,2036,5,12970,781,449,5,42657,12560,27743,51908,17851,32973,55083,19566,34545,6299,16523,15029,5832,16996,7317,1127,1216
96594,76710,4686,8033,4014,3032,247,95459,76841,6000,7027,4019,1667,187,76183,62091,3063,5653,2883,2232,150,72761,61819,2963,4774,2157,1023,30,4378,1526,255,30,44900,11737,29796,52899,17788,33719,53211,18195,33727,3284,10067,12460,4660,21104,11255,1885,1743
96929,51785,10303,26656,6182,2901,401,99747,54944,10709,26909,6442,2642,367,74983,42588,6726,19437,4541,2093,267,72855,44691,4371,19478,2759,1435,127,18507,2185,265,127,36059,15144,17819,43261,22176,19819,42719,21566,19981,4492,10749,11823,4486,17624,12201,986,1889
97886,38717,5921,48981,2872,2501,288,108640,46609,6149,52681,2373,1910,322,77648,32604,3844,37670,2204,1910,200,83346,39274,2766,38601,1108,1114,14,37577,923,272,14,39773,23381,14162,46699,29471,16269,46604,28497,17177,6709,13534,15425,5417,15893,7737,628,915
100534,31236,11303,55067,1586,2720,190,100961,30591,12085,55968,1109,1784,75,76418,27158,7045,39737,1243,2000,133,71282,26425,3060,40391,659,900,11,39368,494,155,11,33061,22697,9022,33777,23809,9064,29125,20435,8100,9044,22913,15959,5600,9001,3828,585,414
97967,28956,11916,53312,3183,2322,101,96352,28727,12595,51639,2862,1379,89,75857,25025,8000,39906,2338,1776,72,67382,24497,3931,37026,1305,608,12,36158,1221,105,12,34423,24537,8192,36203,26932,8286,32005,23415,7832,5694,16912,14631,4921,11418,5192,1769,1066
99732,67014,4169,20705,5561,2291,101,101792,67544,3676,23559,5236,975,137,78970,55350,2813,14922,3977,1752,75,76332,54582,1899,17056,2002,582,78,16049,1581,179,78,47735,24896,19725,52217,29880,21080,47665,27514,18750,2405,11253,11817,4490,23103,11406,5061,2587
100892,66787,5765,22598,2734,3189,160,100713,65664,5062,25487,2700,1276,38,78333,54762,3770,15338,1954,2399,97,76714,54935,2543,17115,1245,710,4,16303,674,120,4,44532,17439,24299,47759,21326,25257,45129,20674,23295,4379,17426,16055,7039,15482,7089,1306,1028
97350,44993,2743,47000,1058,1651,186,94267,42862,3079,46172,857,1233,201,77424,37586,1844,35914,754,1268,102,73466,35739,1066,35243,489,789,144,34681,352,88,144,35932,18963,15531,35325,17831,16554,30527,15118,14921,8310,29457,13569,4364,8168,2848,505,379
96421,37119,2594,54912,726,1421,103,93475,35519,2959,52366,919,3011,157,73300,30545,1780,39500,567,1121,62,69134,29195,1120,37058,297,1769,0,36167,216,80,0,33361,18486,13834,32565,17164,14278,28118,14339,13216,9917,24318,14478,5353,6436,2654,270,293
95949,53751,5342,34653,651,1888,148,93023,52582,5680,33045,376,1887,129,74117,43500,3331,25427,477,1429,98,70296,42717,2027,24471,142,918,25,24072,113,115,25,38968,15628,22012,38566,14515,22835,34317,12010,21754,9681,27554,13803,3977,6930,2425,372,464
97238,66845,3413,24199,685,2013,84,94924,65219,3692,21458,954,3281,15,73847,52889,2014,16767,445,1574,41,70742,51682,1647,15013,178,2259,18,14458,117,145,18,32958,11132,20416,31897,9119,21754,29105,7634,20956,10901,28059,13030,4399,5872,2472,394,220
102868,71579,6490,20262,2128,2352,149,104912,72572,7033,21199,1871,1319,90,77366,57137,4083,12559,1636,1794,95,76174,58790,2623,13114,726,654,12,12091,622,180,12,32605,9966,20680,35271,11324,22987,33807,10588,22408,6324,21613,13579,5234,11402,4897,1549,674
103438,93119,2901,2221,591,2924,973,104125,93598,2862,2567,595,1876,799,78848,72156,1696,1207,368,2251,546,78605,74129,1599,1266,288,1194,159,968,157,131,159,34830,7530,25284,37191,6912,29250,36550,6567,29304,9579,29199,15094,5325,7259,3556,388,450
95365,75293,4037,11044,1509,3086,209,95951,76879,4535,11085,1353,1665,196,71745,57939,2423,7721,969,2291,120,71826,60199,2139,7787,763,872,4,7222,555,50,4,36024,8913,25318,39449,9343,28758,38571,9076,28751,7534,25054,13728,6317,8047,3588,449,191
101602,86407,4165,5367,1171,3778,133,102499,88652,4565,5734,1154,1481,287,77087,66772,2489,3574,793,2805,91,76345,69257,2161,3302,523,989,22,2795,322,148,22,37983,6870,28792,42711,8011,33699,43487,7767,34793,8222,26221,12080,5675,8485,3899,884,772
98718,70529,6124,16254,2070,3449,155,103056,75793,6591,16893,2252,1257,351,76521,56740,3993,11363,1538,2542,104,78459,62053,2873,11100,1082,940,58,10563,632,144,58,37543,12929,21631,42602,16314,24904,41815,15626,25078,4049,16975,13994,5070,13156,6247,1140,831
98632,87057,4802,1702,866,3801,113,99826,87321,5136,1787,658,3066,136,77798,69958,2835,986,629,2942,62,77065,72207,1848,949,335,1577,85,774,222,428,85,42384,8335,31844,44956,8155,35593,44270,7667,35754,9713,27339,15704,6140,7784,2900,507,490
101376,92568,2279,1032,769,3955,147,103719,94273,2781,1217,797,2751,113,82492,76037,1465,627,540,3097,97,83635,78741,1842,772,457,1697,20,597,389,322,20,44158,9206,32810,47005,9620,36149,47210,9013,37355,9736,28131,19328,6980,8332,3130,577,414
104787,86997,8871,884,1520,5291,867,107942,81772,10966,1210,1627,3419,874,81797,69827,5594,480,1013,3989,508,80262,72943,3702,504,1011,1951,78,224,586,482,78,43296,10340,30450,47118,11889,34060,46783,11302,34564,9120,28087,16681,6142,10073,3528,823,390
101444,77303,11614,1962,2688,7777,397,108904,71554,12999,2983,3992,5331,479,76257,60736,7227,1084,1685,5175,229,78991,67249,5688,1101,1542,3128,93,850,1355,775,93,38145,9122,26110,47294,13461,32455,53492,15392,36709,5578,21521,14815,5549,14847,5352,1093,346
102271,69817,11948,3912,11608,4727,686,110713,66999,13130,4464,11121,3071,931,73236,51575,7690,2416,8114,3184,380,71919,58643,5704,2570,3204,1433,201,1918,2716,385,201,34409,10852,20402,44252,17692,25200,46753,18947,26445,3635,15140,11673,4316,19625,10180,1932,925
101721,39039,45926,2934,2945,4626,8364,104169,33020,48127,3711,3142,3745,6748,70676,31349,28736,1768,2071,3267,4642,54733,32808,16959,1397,1300,992,730,1135,1115,184,730,22303,8833,11621,25798,12018,12831,25353,11446,13200,15585,18324,10443,3561,7976,3011,484,172
100454,72613,14534,2315,2492,6585,2291,105860,69088,16188,2656,3560,4206,1581,75158,56998,9187,1372,1758,4602,1323,73040,61693,5831,1255,1781,2133,287,686,1573,475,287,37204,10622,23825,44742,14768,28702,47840,15596,30820,8335,22441,12860,4552,12268,5504,1462,765
101681,75561,8571,7968,4261,4891,684,106902,74878,9462,7905,3800,3397,995,83064,63917,6167,5466,3303,3739,390,83419,69280,5289,4665,1969,1770,222,3921,1567,656,222,37038,19458,13888,41236,24895,14955,41431,24406,15573,3114,12767,10629,3811,15720,8486,2005,2237
102983,84575,6054,2164,2041,7817,186,104079,85298,7140,2494,1796,4750,315,77825,65753,3687,1120,1393,5329,118,78238,69340,3587,1120,1180,2887,9,607,851,605,9,40419,7591,30628,43196,8139,34097,43008,7919,34232,9734,25355,16326,5995,8950,2955,739,523
102046,61038,18332,10316,6489,7004,208,103286,63441,19323,10118,7114,5215,618,77929,50241,11453,6759,4855,5013,136,72618,51743,7280,6432,3989,2892,14,5251,3704,571,14,33438,10573,20224,35164,12607,21385,33249,11718,20684,10742,19835,15633,5001,11013,3999,1070,1121
104267,82949,10141,4046,2137,4686,192,105374,85337,11007,3962,1953,3190,303,80385,65882,6371,2774,1380,3604,122,78025,68256,4862,2301,806,1568,69,1809,461,222,69,38651,8971,27440,41383,9519,30774,40467,8928,30629,10828,25533,13777,4796,9381,3526,549,660
101909,82737,8797,3617,1395,4891,160,102182,84004,9172,4103,1576,2920,167,78596,65656,5506,2319,970,3662,94,77028,67328,4062,2698,761,1998,10,2433,622,348,10,38351,8253,28127,40356,7792,31360,39513,7211,31558,10256,28401,16523,5512,7827,2719,531,250
99075,74931,7611,11227,1865,3232,99,104015,78358,8706,12752,2178,1366,140,73824,58178,4493,7121,1272,2404,57,75055,61689,3235,8092,1144,762,4,7794,778,132,4,39588,10600,26503,43074,12983,29028,42785,13297,28490,5776,20953,15665,6479,13080,4246,1075,482
100180,77239,7047,10082,1489,4192,180,100035,79276,7484,9855,1234,2326,199,79730,64115,4390,6680,1062,3178,112,78164,66333,3260,6425,726,1235,62,5660,458,275,62,40805,12311,26087,44199,14045,29069,42327,13015,28359,6824,22727,17781,7172,11550,5152,929,776
99390,83124,3270,8884,629,3161,133,98682,83284,2992,9469,816,1530,11,78744,67013,2049,6529,421,2419,98,79490,69047,1893,7224,211,1043,4,6929,82,167,4,42332,10115,30236,45518,10053,34443,45467,9567,35072,6496,28403,17552,5552,9682,3754,503,350
103315,63126,11970,23713,786,3871,369,101984,62567,12370,23846,767,2435,266,78055,50623,7226,16843,563,2769,216,73479,50179,4670,16758,436,1361,15,16268,364,518,15,37603,10473,25739,38590,10065,27356,35978,8649,26797,10375,27087,15568,5582,6475,3245,436,220
97919,59248,4118,31616,925,2023,106,95669,58376,4174,30925,931,1248,94,76874,48355,2645,23599,651,1537,73,73563,47435,1787,22940,584,737,33,22509,415,97,33,40413,14804,24074,39655,13751,24484,36277,11991,23680,7769,24877,14049,4610,8095,2966,435,476
100423,73530,17915,2103,2402,4449,560,104354,75825,19694,2528,2657,3835,503,83421,63839,12642,1360,1787,3472,419,84672,66642,12368,1382,1490,2344,55,990,818,741,55,35316,8149,25175,46413,11821,33914,49267,11726,37194,11178,28251,22974,7233,5787,2438,814,467
103577,79878,15291,1781,2174,4599,489,106221,82238,16711,1870,2016,3312,412,87981,70358,10988,1251,1674,3497,343,88717,72913,11375,1321,1057,1720,280,933,846,695,280,42431,8821,31591,54818,12269,41960,57353,11555,45479,8093,26441,24576,7947,8419,3757,864,628
101939,29378,8843,1357,1039,62920,250,99658,28865,10357,1798,1104,60063,214,74968,23250,6013,949,722,44617,143,72613,22553,6608,935,494,42093,56,684,224,41290,56,36940,20968,12228,48723,30440,17400,45023,25469,18984,11081,21689,16820,5923,5892,3455,533,461
104201,21880,9174,810,830,72831,255,104838,21181,9157,1977,809,73137,326,75154,17851,6090,493,599,50628,152,75701,17494,5806,804,222,51372,75,448,185,47113,75,41258,24014,13973,51509,31678,19171,44129,25323,18341,11382,21359,18111,5443,5648,2875,469,316
99241,63331,18213,2951,3908,11592,540,99970,61525,18348,3367,4325,14442,552,82515,55309,13604,2375,3204,8218,409,79357,54736,11061,1705,2153,9127,107,1365,1445,7750,107,42477,24109,13994,50489,32080,17389,48394,30443,17278,2687,8800,11384,4310,17542,8138,2073,2240
97199,71122,15987,1167,1303,7932,346,99735,73066,17553,1989,1498,6768,392,77700,59400,10988,725,957,5485,227,78539,61587,11208,989,808,3699,80,752,494,2209,80,41061,9214,29113,51202,12577,37984,56378,14017,41889,6787,19725,21644,7891,9718,4388,722,534
100649,12637,83106,2576,970,3228,208,103595,12522,87148,2215,873,3212,221,72852,11002,57871,2029,696,2340,146,57673,10555,43987,1454,306,1153,15,1296,195,878,15,21374,14411,5739,27107,16896,9790,24337,12710,11406,21969,15138,12560,4478,4713,1870,518,155
103232,48486,46897,3233,3070,3321,489,108146,48827,50289,4207,3137,3251,469,80317,42449,31808,2123,2295,2393,350,76215,42252,28808,2138,1729,981,90,1535,1264,432,90,31636,10194,19426,42774,15314,26744,43858,14113,29339,9304,19581,20040,6695,9325,3875,757,357
102806,65114,27161,4486,3007,4053,661,101236,63731,27606,4268,3801,3336,587,80390,53731,18568,3048,2208,3016,418,77522,53624,17436,2687,1839,1580,29,2064,1140,679,29,41759,10689,27382,50488,14725,34828,50169,14474,35167,7498,18978,19666,8340,11046,5037,626,614
104123,30637,66413,3563,2288,2788,486,108092,32274,68252,4340,2259,2305,605,78939,26563,46913,2542,1701,2129,329,72565,27492,40409,2411,1079,729,282,1856,697,323,282,35872,20798,12550,43247,25102,17497,41903,22037,19415,12332,17392,15522,7174,10077,5246,983,468
