T_20_CENS_Total,T_20_CENS_White,T_20_CENS_Hispanic,T_20_CENS_Black,T_20_CENS_Asian,T_20_CENS_Native,T_20_CENS_Pacific,T_24_ACS_Total,T_24_ACS_White,T_24_ACS_Hispanic,T_24_ACS_Black,T_24_ACS_Asian,T_24_ACS_Native,T_24_ACS_Pacific,V_20_VAP_Total,V_20_VAP_White,V_20_VAP_Hispanic,V_20_VAP_Black,V_20_VAP_Asian,V_20_VAP_Native,V_20_VAP_Pacific,V_24_CVAP_Total,V_24_CVAP_White,V_24_CVAP_Hispanic,V_24_CVAP_Black,V_24_CVAP_Asian,V_24_CVAP_Native,V_24_CVAP_Pacific,V_24_CVAP_BlackAlone,V_24_CVAP_AsianAlone,V_24_CVAP_NativeAlone,V_24_CVAP_PacificAlone,E_16_PRES_Total,E_16_PRES_Dem,E_16_PRES_Rep,E_20_PRES_Total,E_20_PRES_Dem,E_20_PRES_Rep,E_24_PRES_Total,E_24_PRES_Dem,E_24_PRES_Rep,X_22_2022_Education_NoHS,X_22_2022_Education_HS,X_22_2022_Education_SomeCol,X_22_2022_Education_Assoc,X_22_2022_Education_Bach,X_22_2022_Education_Master,X_22_2022_Education_Prof,X_22_2022_Education_Doc
96809,70905,15406,3329,4285,2581,1591,99755,71407,17616,3089,4782,1614,1594,67802,50992,9629,2037,2966,1761,916,68281,53668,8964,1960,2402,634,557,1423,1576,235,557,31223,7328,14428,38492,13626,22919,37402,13789,22357,4045,15437,14482,6506,12121,5123,547,373
98840,82846,9176,1603,3134,1793,964,104324,87035,9442,1532,3644,1270,924,65645,55826,5505,857,1940,1237,497,70162,61249,5164,514,2002,566,447,305,1423,145,447,34901,5654,18733,47320,11780,33600,50755,13593,35809,2381,15081,16246,6562,12022,4452,603,289
94369,58454,27776,3280,2626,3409,825,94883,60091,27636,3104,2612,2329,846,70157,46293,18031,2144,1817,2374,501,67090,48660,13966,1668,1308,818,172,1201,790,336,172,25151,9786,9327,32447,16053,14786,30995,15193,14818,7318,17980,14771,5410,10081,3358,608,671
94954,72145,14987,2418,3053,2456,968,99550,75400,17316,2318,2689,2129,765,68417,53701,9428,1422,2119,1708,540,69571,57281,8571,1235,1481,678,102,1020,1071,259,102,31158,8100,15056,40604,14441,24334,40916,14875,24827,3631,18261,16424,6375,11012,3289,371,347
95646,81724,8741,875,2322,1359,409,97461,82380,9724,966,2644,1271,266,69084,60183,5489,520,1483,902,257,68111,61727,4042,320,1318,541,118,240,945,75,118,42710,14662,19179,54415,23136,29614,54966,23159,30478,2177,11840,13681,4760,18205,7439,1836,1098
98204,79317,11534,1624,3150,2046,959,101701,81399,12564,2295,3788,2015,567,71587,59375,7221,949,2268,1400,531,70499,61023,5578,830,1957,674,67,514,1214,83,67,33258,7172,14069,41075,13723,25244,42263,15082,25628,2821,9062,12986,3746,12567,5347,827,1538
95126,81749,9176,731,1349,1915,476,102222,87221,10269,730,1800,1634,741,63728,55867,5358,346,813,1213,265,66965,60375,4508,309,826,720,193,145,386,236,193,33733,3777,20097,44845,7580,35493,48647,9096,37795,3556,16292,14791,5026,11638,3985,536,466
94854,77715,11106,1228,1422,2521,1216,102546,82017,13809,1550,1624,2249,1247,64254,53703,6795,679,843,1704,662,69415,58802,7362,701,780,1058,457,509,426,397,457,29719,5301,16569,41800,10079,29930,44968,10808,32973,4400,18495,15516,6265,8152,3165,385,672
99881,80796,13360,973,1702,2323,1125,104198,82718,15837,1218,1809,1706,832,68476,56879,8112,485,970,1484,668,68436,59781,6095,648,690,870,198,401,414,399,198,34796,6042,19744,46787,12485,32483,48132,13303,33512,3683,14043,13596,5823,14132,5131,941,1040
99702,75625,8989,814,1123,13155,486,101823,77497,9815,871,1201,11658,1027,70274,54461,5562,463,702,8928,265,71340,57343,4934,339,449,7730,319,158,334,6533,319,38034,7362,25419,45362,11007,33145,45744,11003,33848,5935,19474,17448,7296,8267,2708,646,260
98858,83369,9375,1054,1599,3154,741,104925,88686,10598,794,1584,2377,646,69948,59918,5921,611,1086,2050,441,73183,65279,4845,401,771,1521,156,306,601,775,156,34041,3840,23999,44512,6957,36140,48392,8018,39433,4441,15774,15523,6558,11058,3560,670,742
101598,87508,8313,875,1660,2392,1218,111870,94621,10413,1024,1889,2303,1903,74694,65510,5358,483,1095,1647,661,83511,73685,6322,502,826,1282,354,202,602,550,354,38301,6227,26526,53912,11564,40895,59491,12829,45587,3853,15606,19519,8713,15103,5408,1591,1095
95355,74867,13095,1413,2061,2713,1879,102228,80727,14373,1415,2305,2499,1327,70881,57690,8258,842,1438,1749,1127,72725,63643,5368,613,1189,1017,396,187,823,357,396,31660,5478,21587,45949,11014,33557,47630,11637,35126,3632,13184,16607,8680,12179,5431,1133,1134
97933,58555,10282,23912,3777,2487,348,96467,59901,9837,22766,2975,1376,181,78356,49715,6555,17816,2808,1855,256,72893,50113,3987,16147,1714,794,8,15473,1281,185,8,41738,19094,20544,45046,22062,22091,46208,22378,23181,8102,19266,13954,6546,12763,6507,1045,793
102056,73173,8369,13813,5310,2335,533,100523,71280,7679,15579,6051,1201,536,81670,60900,5814,9728,3754,1691,372,79048,59211,5493,9806,3552,467,49,8724,2450,66,49,45140,18010,24060,46721,21966,23798,53157,24640,27629,3395,12037,14510,6677,20771,9831,2571,1537
101621,56857,9329,26258,8364,2404,486,99188,55506,9583,28045,7560,1379,478,79840,47261,6401,18945,6245,1769,326,73934,45528,5549,17712,4475,444,0,16754,3659,65,0,44679,21005,20648,51922,28606,22087,48644,25928,21775,4379,15869,15910,6633,15501,7423,1802,1070
98017,49700,9755,26369,11766,2696,664,96645,50390,9998,25994,10927,1871,1041,75329,40272,6489,18812,8830,1935,435,72539,41012,6363,17308,6315,611,194,16274,5419,105,194,41568,20769,17796,49170,27992,20058,45124,24592,19727,4210,15644,17811,7805,13790,4990,743,867
100633,49504,8337,26203,16428,2223,553,103530,50017,9997,26532,17647,1708,386,76879,39380,5399,19252,12161,1521,357,75918,39232,6642,19085,9620,677,13,18062,8567,160,13,45333,21745,20530,50772,27507,22089,50660,27014,22767,3761,14322,17283,8346,17786,7876,1148,1027
100627,76943,5610,10263,5809,2274,370,101269,77395,6145,10554,6703,1435,235,76219,59536,3374,8037,3668,1565,244,75430,59558,3488,7960,3517,610,38,7272,2615,123,38,49895,14313,32760,56783,19374,36328,60153,21903,37350,3023,13686,15064,6706,18095,8632,1644,1003
95869,46615,7125,36464,4645,2611,463,98531,47381,6915,39831,4558,1548,257,71041,36206,4327,26312,3119,1810,258,71070,36337,3854,27742,2348,669,62,26795,1669,121,62,42535,22305,18009,47943,27553,19423,47963,26994,20185,3983,14736,15824,6661,13259,6222,1187,688
100269,36944,7472,49600,5777,2330,336,101779,36761,8984,50335,5788,1519,618,78028,31156,4943,36965,4199,1721,221,76128,31799,5095,35047,3186,552,68,34001,2891,140,68,41999,26312,13728,47337,31599,14850,44360,28125,15549,7159,18148,16716,6131,12376,6021,1256,467
100107,31739,8809,54121,5289,2433,449,99628,29911,9806,55165,5476,2244,522,78726,27218,6109,40701,4185,1825,328,73854,25816,5355,38308,3355,699,25,36837,2783,63,25,38867,27834,9182,44159,32887,10441,39742,28606,10488,9181,19296,18117,6200,11209,4843,747,489
95460,49177,10768,28864,6050,2408,600,90362,48160,10440,26110,5728,1696,534,80701,43005,8626,23338,5025,1903,485,71935,41158,6711,19717,2996,611,6,18417,2326,261,6,29194,19219,7804,28277,19828,7640,30735,21504,8472,3456,10115,12374,4356,13674,7017,2649,1505
97915,34912,4413,55570,2259,2306,360,97190,34405,5225,54838,3130,2677,157,76164,29614,3008,40960,1664,1700,238,73621,28907,2976,39208,1311,1075,35,37778,1092,184,35,43261,28497,12795,44582,30948,12755,41369,28317,12375,6874,20982,17591,6195,8863,3976,618,476
98506,38456,6364,49386,3971,2658,476,97054,37563,6932,49509,4247,2383,371,78371,32596,4396,37589,3046,2018,325,74598,31424,4374,35285,2303,976,50,33365,1718,230,50,42862,26983,13630,45722,30765,14007,43224,28511,13979,4646,19291,15558,6714,10834,5422,763,918
101542,31417,6860,59826,3319,2512,423,104222,31657,6912,62833,2467,1716,175,79483,27004,4625,44848,2463,1846,276,78809,26614,3810,45792,1443,827,49,44556,1141,177,49,44981,31659,11244,48271,36040,11413,44005,31525,11712,6626,22375,17732,8220,10130,5228,546,595
97737,42359,10569,38774,6123,2270,488,95672,42685,11625,36269,6034,1084,1082,77265,36165,7286,28818,4627,1656,324,71305,36912,5581,24550,3291,734,60,23080,2573,200,60,42453,23055,16515,44561,26238,17299,43626,26054,16785,3871,17132,13435,6509,13465,6451,1170,940
99447,57744,9277,26584,5072,2143,427,101539,62818,9811,21346,6174,1251,395,79910,49041,6101,20119,3728,1554,257,77582,53103,5274,15070,3126,662,64,13992,2598,103,64,47328,25249,19067,48866,29212,18670,52773,31191,20546,4003,13216,12652,5390,15706,10101,2045,2238
102347,72549,6642,14190,7213,2435,439,103741,72823,7221,14915,7820,1461,622,78213,57732,4027,10025,4862,1656,314,78634,58959,4404,10351,3915,569,86,9445,2910,111,86,52375,18895,30074,62833,27144,34380,62086,27015,33962,3024,13405,13338,7400,18253,11095,1697,1965
104284,50698,4710,44523,3085,2322,248,109288,52122,6210,46571,3698,1968,182,79646,40748,2953,32711,2075,1652,133,81389,42244,3034,33351,1807,496,13,32328,1311,106,13,48301,25025,21005,54899,30767,23143,59912,33237,25746,6046,18513,16776,6575,14151,7055,1212,973
105218,53517,2754,46539,1056,1802,268,105673,53995,2871,46346,969,2793,121,85617,44555,1814,37399,719,1367,170,84567,44934,1520,36143,433,1868,92,34886,248,165,92,52721,26041,25138,56619,27898,28164,55763,25810,29380,12324,26280,17105,6266,9889,4289,745,671
99501,37659,8203,50673,2309,2128,392,99642,36327,8722,53182,2657,1381,373,79142,31743,5737,39043,1775,1611,276,75411,29812,4910,38079,1399,835,197,36905,1056,157,197,38978,23164,14493,41158,24922,15707,39780,23140,16131,8012,23050,15238,5932,8814,3541,509,443
103069,69147,3674,27158,1131,2088,149,105022,73457,3962,24315,1140,1413,337,82599,55592,2511,22146,795,1602,88,84261,60632,2212,19455,690,1003,196,19049,459,79,196,51552,18580,30838,57599,21155,35593,59535,20546,38360,7854,25711,14930,6705,11657,4593,751,602
103448,61259,3196,36826,834,1595,118,103190,61521,3648,36400,952,1343,94,83382,50602,2034,29143,565,1181,74,81501,50618,1525,28135,386,766,4,27393,273,77,4,50076,20393,28387,53721,22175,31063,52949,20285,32257,12418,27391,15455,6997,8508,3795,596,309
100253,67402,5417,21713,4289,2062,206,105971,68061,6841,24424,5621,1890,20,76386,52505,3418,16356,2927,1461,131,77312,52836,3581,16905,3069,922,0,15722,2616,81,0,48512,17800,28338,54441,21393,32111,63546,27763,34813,3739,14711,13431,5515,17100,8963,1038,1156
99887,44165,17789,33042,4257,2337,232,103446,43958,21121,35425,4330,1697,441,75422,36419,11221,23805,3213,1697,134,71157,36791,6758,24079,2514,517,59,23438,1952,47,59,43057,20944,20126,51929,29004,22159,48401,27056,20597,8162,19666,14070,6262,12572,5737,823,819
97975,49577,12857,30049,4375,2113,185,100745,50625,12789,32260,4101,1799,110,75110,40395,8493,22010,3201,1552,109,73632,41437,5667,23476,2359,470,111,22618,1952,18,111,47214,24721,19757,54811,32652,21181,53004,31403,20652,5049,16613,13832,6718,16125,7259,819,960
97643,71130,6158,13177,5700,1526,160,99073,71345,6596,14901,5576,817,113,75552,56447,3961,9846,4108,1084,103,74495,56130,3688,10849,3311,310,4,9809,2883,43,4,53735,24611,25038,59073,31349,26452,63502,35886,26268,3034,9329,11389,4737,23695,12599,3002,1783
97204,26543,17657,49292,3376,2032,177,98884,27601,18060,52396,2145,1732,110,78071,24482,11923,38248,3075,1600,129,70806,25756,3853,39370,1214,920,17,37398,898,73,17,36954,30966,4118,42481,37014,4668,37664,32035,4702,10435,18373,14231,3677,13263,5951,1614,944
97952,43836,4655,44397,4502,1575,164,99627,43716,4689,46264,3851,1368,277,83419,40004,3854,34868,4049,1295,139,81440,40267,3570,34076,2275,725,89,32414,1663,149,89,47978,39862,4996,50427,44238,5068,50621,43289,5779,6714,12971,13016,3797,19736,9021,2154,1860
97407,27737,3831,63125,1399,2442,126,97053,26956,4207,63826,1461,1576,33,76573,24081,2521,47654,1057,1870,83,75412,23739,2143,47726,832,1097,21,46542,649,458,21,49022,35201,12302,54333,40342,13303,53157,38931,13500,6683,24366,16933,5397,10488,4650,385,617
95821,72619,6400,9008,6188,1265,97,95779,70738,6166,10904,6330,1319,517,75367,58763,4356,6553,4436,896,72,70783,57187,2667,6938,3142,413,73,6509,2461,33,73,53349,25642,23271,59276,33147,24833,56766,32485,22986,3551,8202,9756,3321,23556,11536,4306,1975
100254,55272,5636,13779,24087,1310,128,99943,56282,6067,13537,23246,1094,224,75496,43865,3743,10317,16409,880,78,66019,43339,3367,9296,9441,347,53,8665,8942,91,53,45304,22352,19848,47371,26363,20138,53242,30306,21699,2510,7050,9318,4767,24264,13828,3223,2236
96737,53682,8696,26134,6672,2088,151,99898,54289,9290,27509,8344,1591,203,75964,44395,5676,19801,4861,1525,120,74676,44888,4249,20169,4487,601,61,19321,3902,79,61,46937,25309,18651,54127,33139,20007,54028,31907,21099,6040,17033,13742,4835,15767,7785,1314,1037
102281,83261,3018,10632,2368,2497,156,105516,85681,3806,11755,2392,1392,171,80491,66605,1942,8137,1573,1804,121,82233,68689,2257,8992,1314,877,60,8192,942,143,60,58762,16651,38943,68943,22565,45166,70443,23297,46200,4187,20260,15709,6393,18244,7193,1339,996
102549,76024,4233,17669,1750,3111,271,105452,78104,5205,18506,1519,1960,294,81353,61506,2757,13621,1161,2255,160,82588,63443,2730,14341,780,1143,73,13590,497,333,73,52014,17627,31834,59247,21296,36882,62642,21689,40223,7016,25293,17014,6323,12046,4777,702,654
98105,65992,4332,24106,1657,2372,210,100411,66160,5289,24641,2117,1351,124,79486,55448,2779,18375,1144,1794,122,80180,56615,2658,18712,1216,962,69,17759,845,88,69,49716,19561,28154,56189,23567,31764,58738,23392,34606,10383,23251,14120,5503,11662,5794,1073,1024
104121,46026,21749,28506,7355,3152,619,109172,44549,23806,31640,8998,2211,451,74481,35463,13824,19383,4991,2156,389,71251,34865,11659,19134,4031,607,50,18045,3250,75,50,39054,19183,17394,47242,26804,19389,47034,25458,20538,6236,13339,13356,5024,16642,8396,775,517
101854,61393,11318,21523,5972,3074,362,105608,62242,12618,22891,6270,1831,325,77733,49743,7297,15179,3831,2158,228,76586,51471,6140,14550,2725,785,0,13317,2105,99,0,44297,19627,21854,52022,26403,24414,56428,28657,26585,3672,14810,13745,4803,16791,9924,1444,1215
97506,55088,13923,22211,4979,2600,286,99400,53714,15641,24709,5210,1439,281,72834,43757,8887,15599,3379,1846,173,70270,43187,7204,16168,2981,633,70,14962,2253,55,70,42695,18466,21519,49057,25696,22271,52124,26256,24973,5736,17155,14228,5002,13435,7208,950,757
104849,79806,4958,15128,2262,2603,194,113593,86550,6650,15531,2172,1985,226,82788,64428,3087,11575,1565,1926,112,88596,70469,3184,11977,1521,1190,79,11166,1180,218,79,51503,16842,32016,65125,23565,40400,71262,26141,44153,7003,22826,16434,5825,14330,7533,1665,1167
103385,81258,6109,11691,1945,2286,249,106835,82150,7907,12855,2138,1685,83,81705,66024,3904,8550,1358,1609,160,81370,67127,3199,8789,1386,732,43,7879,909,108,43,50650,16553,31412,60064,21765,37210,63937,22622,40388,7712,25487,14849,6174,12477,5959,1007,808
100130,70161,13424,11699,2945,2641,205,102587,71505,14955,11936,2897,1469,318,75846,55681,8379,8195,2011,1865,137,73422,56397,6383,8237,1610,647,60,7230,1314,44,60,47364,17008,27488,55873,23369,31312,57528,22590,33942,6008,17908,14228,4771,15062,6926,1359,1283
98527,20970,30395,35648,12500,2494,416,100417,21659,30635,37706,12185,1755,382,72456,17438,20606,25550,9058,1761,257,60712,17647,11927,23613,6893,209,0,22786,5770,55,0,33527,24283,7640,40092,28303,11341,39921,26873,11711,6803,13264,11746,5443,14150,8431,769,1018
101777,32994,29340,26331,13088,2528,379,99654,33497,26939,26152,13461,3083,400,74660,26626,19920,18670,9187,1729,239,64698,25915,13969,16818,7096,543,154,15385,6141,63,154,40841,26225,12176,47494,30693,15908,46402,28623,16069,7819,13069,12589,5261,15243,9361,1201,1175
98460,48604,17615,20279,11430,2480,343,102240,49592,19604,20441,12402,1874,450,72398,37759,11574,14303,7863,1741,224,69834,38221,10272,13062,6655,680,10,12115,6050,65,10,48822,24988,20906,51721,29001,21776,56027,30490,23790,4275,12173,12033,5150,18413,11380,1072,1030
102901,54280,15821,14945,16938,1926,244,102830,52399,17507,16640,15375,1353,168,74964,41431,10533,10179,11977,1329,155,67856,40499,7828,10710,8423,454,17,9684,7548,22,17,44565,21595,20188,47383,28107,18265,56851,28970,26145,4187,11294,10911,4542,20738,10849,1423,1159
99121,29518,45370,13855,9929,3072,201,99305,28030,49169,13042,9282,2338,846,72989,24766,30069,10118,7498,2217,137,54825,23132,16832,8584,5400,396,92,8034,4808,101,92,32782,19022,11641,42887,28706,13487,33198,18568,13782,11589,18567,10216,4729,11875,5131,916,560
101625,60113,12909,9209,17726,1841,255,101952,57800,14646,10603,18174,2039,387,78353,48165,9019,6595,13242,1302,176,71273,45345,7257,6794,10888,623,34,6320,9659,64,34,56867,30543,22164,64086,39100,23676,58835,34222,22743,3466,7853,7780,3508,21087,14844,3518,3080
101582,40020,16814,9249,35090,1607,223,100446,37952,19679,8567,34214,1197,247,77689,32324,11700,6563,26494,1189,147,65826,30829,9048,5499,19826,323,43,5074,18856,91,43,48426,29659,15304,56439,38703,16686,51086,30724,18608,3771,10351,9053,4080,22083,13738,2045,1474
99973,52527,8337,7972,30292,1173,223,100266,50932,9570,7791,30432,1273,199,77376,42615,5968,5908,22056,844,153,69612,40178,5406,5104,18243,572,38,4795,17141,168,38,51469,31642,16207,51664,34607,15905,55991,36179,17866,1614,5538,7776,3245,24699,19370,3676,2610
98296,41620,19140,11141,25646,1639,201,99255,43611,20616,11196,23326,898,162,76170,34882,13106,8188,19319,1188,154,62777,36785,7239,6642,11561,279,38,5912,10295,41,38,44274,29250,11956,47471,34278,12184,48461,32643,13973,4769,7662,7515,3383,23938,16191,2273,1739
103196,59643,12132,7770,22378,1423,232,103534,58238,13275,8467,22119,1000,180,79769,48236,8540,5562,16330,1012,156,70992,45535,6767,5008,13260,285,25,4318,11873,74,25,52552,35419,13209,50800,35959,13567,59716,42293,15349,3499,5747,6788,3026,24274,20255,4408,3575
99101,50255,13391,6422,27913,1426,231,99009,52063,12242,7297,26514,1578,206,76746,40681,9466,4594,21029,1082,149,66092,40646,6465,4130,14161,299,28,3822,12890,68,28,47969,31058,13389,49969,34446,14329,52333,35544,14990,2922,6989,6930,3135,22875,17279,4735,2768
104112,51114,14797,13398,24230,1715,421,105512,51395,16576,13665,23319,2106,690,78370,39836,10523,9218,18104,1156,258,73623,39589,9262,8468,15431,512,98,7682,13882,85,98,54800,34242,16605,66651,46806,18534,57438,36763,18498,3636,7790,9593,4982,23670,17463,2480,1824
98783,38347,20347,25679,14293,2076,413,101404,36616,22452,28267,14612,1847,401,73847,30470,13964,18532,10476,1536,280,67470,29279,10436,18208,8881,310,86,17122,8208,33,86,41258,28049,10581,45110,32758,11521,43920,29327,13128,5108,11378,10060,5154,19129,13787,2427,1678
96866,48487,21784,15715,10113,2056,303,95001,48486,21263,13821,9954,2292,132,73970,39069,14848,11934,7346,1489,214,65033,38534,9418,10127,6456,373,18,9405,5734,63,18,45616,30527,11870,52223,37685,13355,48742,34025,13247,4788,9249,8321,3884,19422,14906,2979,2080
95991,31705,26868,12790,24252,2037,186,92358,30121,22407,15014,24924,2138,220,73954,26447,18878,9199,19046,1464,136,60062,25495,9178,8795,15894,465,0,8138,14757,75,0,43058,29307,11317,55917,40619,14430,41915,26016,14218,7118,12185,8860,4739,16712,10615,2332,1423
103611,37577,33409,11257,20717,3085,189,104060,39493,31945,11999,20519,2334,420,80339,31269,23531,8480,16506,2227,137,63694,32045,11657,7118,12402,377,25,6390,11172,78,25,43138,30761,9684,47002,35337,10866,42624,28630,12220,11149,12024,9312,4273,19364,12371,2797,1850
103998,43726,19151,28920,11893,1870,263,102569,42713,19266,30238,10267,2295,170,85457,38665,14163,22995,9241,1500,192,70900,36848,8956,18530,5536,790,24,17436,4714,201,24,45494,34621,8043,52607,42839,8730,47298,35643,10066,5068,9536,11005,5195,23732,16836,4378,2632
104639,62044,16848,13707,10946,2265,304,101652,59972,16270,15637,9349,1854,263,87249,53679,12315,11098,9176,1724,240,76276,50687,8179,11318,5177,472,5,10449,4298,83,5,55659,41645,9540,58466,46682,10427,58789,46091,11030,3614,4956,5961,2371,28326,23674,6721,4132
101692,49596,22318,13346,15771,2331,250,99887,49694,21518,14797,13914,2051,88,84856,44188,16639,10572,12807,1865,186,68880,42129,9761,9094,7134,444,19,8608,6187,69,19,47218,36950,6999,52161,43156,7960,48993,37563,9809,5275,6603,7071,2592,25954,18287,4509,2366
102439,72761,9946,5178,12965,1317,178,103832,71671,10893,5931,13363,1089,217,80084,58323,7151,3999,9395,954,134,75265,56429,6390,4079,7824,404,53,3309,6244,49,53,56487,41861,10213,58792,46053,11235,64447,50675,12050,1965,4769,5081,1911,24599,20862,8713,3811
103396,62450,7775,4495,27133,1135,220,103820,62764,7880,4369,27478,1211,117,79133,49649,5529,3311,19457,772,142,69968,47621,4670,2576,14599,226,6,2164,13387,25,6,50401,30011,16679,48386,30839,16334,61179,38964,19763,1727,4153,4896,2366,23492,22169,7470,4652
103053,46773,26709,10350,18484,1918,243,106389,47365,27707,10077,20412,1032,92,77936,37635,18467,7440,13642,1428,156,67218,36971,11226,6727,11808,272,19,6356,10830,94,19,45623,27140,15411,55731,37512,17071,50749,29591,19121,7064,9974,10662,4499,22340,11115,1975,1425
103543,39408,8042,10011,45480,1353,263,107996,42595,8783,12112,44757,1238,466,69043,27290,5118,6461,29624,792,162,63692,28482,4634,6918,22565,423,87,6456,21360,149,87,34755,20531,12156,43810,28379,14694,53339,30194,20970,2094,4967,7154,3467,23124,19255,2406,1193
99270,51066,9612,9751,28099,1379,231,101787,50763,9219,10468,30804,1282,173,71309,38920,6388,6618,18656,896,141,66279,39344,4911,5999,15760,237,42,5352,14610,78,42,44578,25601,16010,53132,34324,17886,56022,33388,20435,2539,5891,7332,3637,25240,16427,2287,1774
103359,72245,14368,7250,7582,2045,254,104839,72422,14905,8598,8037,1424,95,75728,54982,9215,5044,5078,1393,162,72689,55561,6370,5437,4606,415,23,4711,3906,73,23,51865,24018,24039,65534,34093,30008,62401,32067,28812,3355,9274,10753,4513,23571,12372,2240,1102
100396,72052,14587,8413,3190,2454,169,102590,73432,15699,8505,3165,1765,239,77733,58737,9159,5866,2274,1764,98,74034,60129,5316,5758,1969,701,38,5060,1667,79,38,42797,15914,24152,50553,22344,27128,52603,22399,29254,7525,20233,14211,5111,12886,6542,1340,801
98362,85320,4694,4263,1606,2236,166,100805,85355,6849,5125,1637,1432,117,77545,68698,2989,2834,1121,1595,97,77330,69413,3089,3251,913,617,14,2640,641,73,14,45212,11916,30986,53254,15003,37257,57323,16218,40279,9103,25955,15180,5020,9658,4571,1064,577
102255,87716,7995,3286,1493,1968,96,105979,89746,9501,4732,1670,1360,96,79941,70469,4981,2105,1008,1456,62,79291,71671,4074,2161,792,445,52,1844,668,12,52,47255,11620,33002,55797,15592,39234,57477,16013,40619,9196,28887,12140,5617,10543,5035,829,934
98804,68606,15629,9864,3733,2012,158,97534,68582,15069,10971,3749,1253,267,80054,58486,10525,7135,3003,1454,106,74084,58964,6382,6173,2073,562,10,5094,1444,44,10,37953,17841,17261,37782,20398,16430,41909,21753,19281,7258,17307,10032,4244,11323,6035,1309,1438
104131,88211,5001,7640,1263,1933,154,105226,88172,6205,8121,1419,1144,169,83128,71833,3237,5534,888,1456,107,82807,72841,2846,5477,883,628,42,4520,473,104,42,47576,12664,32180,56987,17294,38655,57997,17442,39715,7844,28333,14144,5506,11899,4973,868,900
102500,91437,2371,4943,1391,2223,178,102444,90953,2495,5074,1761,1483,226,83616,75669,1509,3584,984,1620,125,83204,76107,1360,3580,949,911,72,3077,567,170,72,50548,14804,33120,57040,17259,38857,58594,17115,40697,6889,26694,14253,6298,10896,5472,1047,1324
99777,85568,2624,7386,1749,2107,113,101357,86931,2801,7510,1895,789,216,79602,69624,1617,5267,1187,1554,65,80157,71733,1371,5438,893,507,4,4952,695,115,4,52778,12741,37457,59902,15944,42827,62386,15953,45652,5848,21910,15312,6548,14230,6356,1175,928
101960,83161,4026,8294,4548,1760,152,102178,82556,4675,9162,4573,923,220,81706,68508,2544,5845,3256,1367,100,79696,68477,2314,6238,2153,350,6,5594,1909,73,6,53461,18429,31836,59002,23181,34724,58950,23391,34587,4294,18765,14237,7616,17516,7067,1944,1561
100011,55951,8484,30764,3204,2328,122,98355,54346,8823,30223,3851,1205,177,78948,47950,5417,21795,2303,1749,65,71605,45557,2742,20739,1814,492,115,19782,1531,99,115,39466,22286,14789,43323,26773,15607,42314,25737,15787,7578,23982,13188,5109,12316,4647,1773,1050
100173,75799,4947,7617,9975,1582,130,99822,79135,4535,6920,8056,850,288,85143,64875,3886,6018,8806,1285,101,80516,67731,2888,5208,3971,418,139,4496,3221,103,139,41097,20818,16657,40587,23069,16354,43717,24066,18580,2526,10462,9073,3285,11659,9072,1374,3920
100144,66811,7718,15090,9053,1620,165,100820,67756,8101,15992,7962,1072,235,81098,56565,5294,11042,7017,1201,102,77075,57656,3681,11015,4312,352,4,10177,3541,42,4,49966,34092,12249,56161,42289,12767,55961,41250,13420,4805,10620,8782,4267,20123,12222,3590,4171
100828,75772,5712,11004,6456,1622,191,102360,78609,5671,11708,4879,1005,99,81452,62108,3833,8609,5476,1210,129,79225,64596,2772,8572,2393,690,7,8037,1990,111,7,51130,26603,21149,57857,32614,24098,60870,34493,25302,5153,14250,11570,4033,17825,10414,2686,3197
97616,61484,3837,27894,2299,2427,154,98647,62747,3726,27361,2563,1570,327,77835,51400,2608,20467,1683,1779,112,75717,52750,1900,19100,1032,650,37,18384,589,93,37,44956,18772,23285,48181,22016,24849,50059,21028,28118,6579,18077,12553,5280,12270,5931,1003,1328
101339,74490,3453,19839,1432,1839,128,101233,73576,4011,20250,1672,1446,127,81816,61385,2386,15255,1100,1376,77,81400,61606,2145,15717,1137,601,23,14933,780,64,23,48918,12892,33632,52473,15663,35780,53219,14267,38320,7408,24893,14951,5591,9925,4130,280,402
97883,47870,5684,42253,1212,1564,103,97647,49312,5617,41000,1753,1021,7,78030,40764,3453,32138,866,1161,69,74919,40630,2065,31051,640,451,4,29992,485,29,4,45026,22609,21006,45365,23710,21093,44498,22277,21743,10401,25302,13577,7310,7993,3859,710,316
98379,79801,3067,13020,760,1768,83,98565,79483,3592,13464,718,1665,32,79517,65588,1923,10093,527,1311,55,79474,66365,1620,10213,567,820,9,9856,335,99,9,50161,13381,35024,55686,15302,39695,56356,14768,41036,9673,26518,15491,6960,9374,3532,556,414
103596,90603,3881,6280,693,1907,117,102893,89851,4775,6696,689,704,30,83896,74575,2391,4742,462,1466,86,82245,74597,2049,4603,445,458,0,4183,350,67,0,50566,12011,36603,59748,15394,43606,58685,14137,43944,11700,28368,14983,8704,9092,3518,631,598
100930,89842,2960,5218,759,1992,103,100445,90289,3080,5110,1058,715,124,82078,74037,1896,3849,532,1559,55,80825,74455,1550,3660,523,493,101,3326,347,29,101,46366,10980,33473,52393,12536,39103,53322,12230,40591,8547,26899,16852,7937,8769,4338,583,637
